Sales Person,Country,Product,Date,Amount,Boxes Shipped,Sales_Category
Gunar Cockshoot,UK,Eclairs,13/04/2024,4059.65,175,Low
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2024,18581.37,83,High
Jan Morforth,India,Peanut Butter Cubes,04/01/2024,8813.58,182,High
Husein Augar,Australia,Eclairs,04/07/2024,7914.74,31,High
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2024,2787.72,342,Low
Camilla Castle,Australia,Manuka Honey Choco,17/03/2024,681.71,170,Low
Oby Sorrel,Australia,Almond Choco,15/02/2024,6827.53,241,High
Jan Morforth,USA,Orange Choco,29/06/2024,1082.0,158,Low
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2024,2966.98,121,Low
Mallorie Waber,UK,Milk Bars,10/01/2024,3951.74,287,Low
Curtice Advani,USA,Raspberry Choco,15/03/2024,3151.23,144,Low
Marney O'Breen,Canada,Milk Bars,08/02/2024,2672.67,317,Low
Brien Boise,India,Caramel Stuffed Bars,25/02/2024,1742.37,106,Low
Gunar Cockshoot,USA,Eclairs,03/05/2024,7301.31,42,High
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2024,6322.14,26,High
Gunar Cockshoot,India,50% Dark Bites,09/08/2024,13731.44,82,High
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2024,4051.88,253,Low
Kaine Padly,UK,Manuka Honey Choco,14/01/2024,8474.69,115,High
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2024,9426.56,49,High
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2024,9770.28,154,High
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2024,14234.61,45,High
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2024,6885.01,40,High
Marney O'Breen,Australia,Spicy Special Slims,23/06/2024,14687.62,293,High
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2024,16585.43,388,High
Brien Boise,USA,Organic Choco Syrup,25/05/2024,17415.67,148,High
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2024,5954.47,236,High
Van Tuxwell,UK,85% Dark Bars,11/07/2024,4179.91,140,Low
Marney O'Breen,Canada,Spicy Special Slims,03/01/2024,3939.95,365,Low
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2024,791.19,280,Low
Beverie Moffet,USA,50% Dark Bites,28/07/2024,2941.65,360,Low
Brien Boise,USA,Mint Chip Choco,25/05/2024,12476.68,162,High
Karlen McCaffrey,New Zealand,Eclairs,06/05/2024,2817.14,191,Low
Barr Faughny,India,Drinking Coco,28/01/2024,2411.52,144,Low
Marney O'Breen,UK,Orange Choco,06/06/2024,13072.74,11,High
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2024,6790.41,26,High
Ches Bonnell,Canada,Spicy Special Slims,05/08/2024,6092.47,201,High
Brien Boise,USA,Orange Choco,28/01/2024,7185.5,152,High
Kaine Padly,India,Spicy Special Slims,31/08/2024,6170.8,138,High
Mallorie Waber,USA,50% Dark Bites,19/04/2024,1945.05,14,Low
Mallorie Waber,UK,Mint Chip Choco,29/06/2024,6767.42,2,High
Beverie Moffet,India,Choco Coated Almonds,24/02/2024,3911.69,254,Low
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2024,16733.76,88,High
Gigi Bohling,India,Eclairs,21/06/2024,3916.92,74,Low
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2024,1082.69,106,Low
Oby Sorrel,New Zealand,White Choc,10/06/2024,4822.33,42,Low
Andria Kimpton,UK,Drinking Coco,23/05/2024,1827.45,66,Low
Kelci Walkden,India,Milk Bars,15/04/2024,1142.41,111,Low
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2024,6290.89,232,High
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2024,5616.01,43,High
Barr Faughny,New Zealand,After Nines,19/04/2024,11250.69,91,High
Beverie Moffet,UK,Almond Choco,16/05/2024,2799.42,104,Low
Oby Sorrel,Australia,Raspberry Choco,17/02/2024,1157.88,114,Low
Dennison Crosswaite,USA,Raspberry Choco,18/01/2024,7049.32,273,High
Roddy Speechley,Canada,Orange Choco,09/02/2024,9460.5,84,High
Mallorie Waber,Canada,Orange Choco,23/03/2024,4173.73,175,Low
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2024,4005.08,150,Low
Mallorie Waber,India,Drinking Coco,07/03/2024,4650.58,143,Low
Ches Bonnell,UK,White Choc,03/01/2024,3814.56,220,Low
Ches Bonnell,USA,White Choc,11/02/2024,6321.35,325,High
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2024,5245.53,144,High
Dotty Strutley,India,White Choc,15/08/2024,12998.67,317,High
Gigi Bohling,India,Manuka Honey Choco,12/05/2024,5932.12,79,High
Van Tuxwell,India,Spicy Special Slims,11/04/2024,6811.55,4,High
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2024,21381.14,311,High
Dotty Strutley,New Zealand,White Choc,15/06/2024,8423.36,63,High
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2024,7951.43,109,High
Kaine Padly,USA,Milk Bars,15/06/2024,18389.1,62,High
Brien Boise,India,After Nines,16/06/2024,6555.46,45,High
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2024,5129.71,270,High
Dennison Crosswaite,USA,Drinking Coco,10/05/2024,2399.02,149,Low
Oby Sorrel,India,Eclairs,25/08/2024,6096.53,344,High
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2024,8134.67,83,High
Gigi Bohling,UK,Baker's Choco Chips,16/05/2024,9969.65,449,High
Jan Morforth,Australia,50% Dark Bites,14/06/2024,3894.16,173,Low
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2024,11533.35,491,High
Ches Bonnell,USA,Organic Choco Syrup,28/07/2024,8754.31,14,High
Brien Boise,Canada,Mint Chip Choco,28/01/2024,5475.65,194,High
Kaine Padly,UK,Orange Choco,29/06/2024,2252.94,196,Low
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2024,278.78,332,Low
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2024,8936.91,442,High
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2024,2010.22,144,Low
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2024,2901.91,12,Low
Oby Sorrel,Australia,Milk Bars,21/06/2024,9231.31,278,High
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2024,12744.67,26,High
Gigi Bohling,UK,Milk Bars,17/05/2024,1436.97,248,Low
Andria Kimpton,Australia,85% Dark Bars,23/08/2024,4900.32,254,Low
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2024,8263.11,129,High
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2024,10139.68,552,High
Karlen McCaffrey,USA,Drinking Coco,29/06/2024,132.68,243,Low
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2024,9479.63,217,High
Jehu Rudeforth,Australia,Drinking Coco,14/01/2024,3114.84,65,Low
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2024,17866.48,58,High
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2024,4651.03,494,Low
Madelene Upcott,USA,White Choc,04/05/2024,14360.42,218,High
Andria Kimpton,USA,Spicy Special Slims,23/05/2024,2595.52,5,Low
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2024,1853.03,153,Low
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2024,1392.99,70,Low
Madelene Upcott,UK,Organic Choco Syrup,21/07/2024,7943.17,174,High
Dotty Strutley,USA,Mint Chip Choco,21/02/2024,5552.79,272,High
Kelci Walkden,USA,Orange Choco,03/02/2024,1539.14,143,Low
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2024,9117.77,154,High
Mallorie Waber,India,50% Dark Bites,31/05/2024,631.02,140,Low
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2024,4486.37,104,Low
Van Tuxwell,India,50% Dark Bites,13/05/2024,5591.29,132,High
Van Tuxwell,USA,Manuka Honey Choco,31/05/2024,2662.54,102,Low
Wilone O'Kielt,USA,Orange Choco,28/02/2024,7481.93,38,High
Barr Faughny,New Zealand,Eclairs,28/03/2024,7418.41,31,High
Gigi Bohling,USA,After Nines,14/01/2024,1969.06,235,Low
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2024,7197.75,159,High
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2024,11719.06,87,High
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2024,2755.14,63,Low
Husein Augar,USA,White Choc,13/07/2024,2438.56,61,Low
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2024,7661.86,144,High
Dennison Crosswaite,India,85% Dark Bars,30/06/2024,4886.15,23,Low
Curtice Advani,UK,50% Dark Bites,08/03/2024,3572.26,156,Low
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2024,6937.75,94,High
Oby Sorrel,Canada,Raspberry Choco,16/06/2024,1941.25,221,Low
Gigi Bohling,UK,Drinking Coco,30/06/2024,6173.15,46,High
Kelci Walkden,India,Mint Chip Choco,28/07/2024,3105.45,116,Low
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2024,3691.6,154,Low
Barr Faughny,UK,Mint Chip Choco,07/07/2024,3950.65,324,Low
Barr Faughny,USA,85% Dark Bars,25/08/2024,13497.17,49,High
Husein Augar,Canada,Eclairs,17/01/2024,4389.23,241,Low
Jan Morforth,Australia,70% Dark Bites,04/03/2024,6310.98,366,High
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2024,9693.37,4,High
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2024,2348.2,266,Low
Kaine Padly,USA,Organic Choco Syrup,11/03/2024,2518.5,24,Low
Camilla Castle,USA,Raspberry Choco,20/05/2024,3516.72,17,Low
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2024,16807.37,44,High
Jehu Rudeforth,New Zealand,After Nines,14/04/2024,1736.59,70,Low
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2024,7900.11,168,High
Madelene Upcott,India,Mint Chip Choco,24/08/2024,4016.89,71,Low
Jehu Rudeforth,India,Eclairs,24/02/2024,9642.62,140,High
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2024,773.7,217,Low
Kaine Padly,Australia,70% Dark Bites,08/02/2024,7852.03,240,High
Roddy Speechley,UK,70% Dark Bites,24/03/2024,1649.57,293,Low
Rafaelita Blaksland,USA,Drinking Coco,20/06/2024,9333.45,78,High
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2024,1540.11,117,Low
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2024,7840.94,82,High
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2024,17102.97,267,High
Madelene Upcott,UK,99% Dark & Pure,26/01/2024,11496.42,49,High
Madelene Upcott,Australia,Mint Chip Choco,02/05/2024,3072.89,166,Low
Curtice Advani,Canada,99% Dark & Pure,07/07/2024,14990.79,7,High
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2024,3170.18,49,Low
Karlen McCaffrey,Australia,After Nines,11/08/2024,2528.14,67,Low
Marney O'Breen,UK,99% Dark & Pure,13/01/2024,8551.6,208,High
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2024,13072.95,119,High
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2024,11987.26,41,High
Kelci Walkden,New Zealand,Drinking Coco,10/03/2024,18385.44,116,High
Beverie Moffet,USA,85% Dark Bars,23/08/2024,14028.4,344,High
Roddy Speechley,USA,Eclairs,25/04/2024,4812.71,169,Low
Dennison Crosswaite,UK,Milk Bars,07/03/2024,11963.91,446,High
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2024,5574.83,52,High
Madelene Upcott,USA,Orange Choco,16/05/2024,9205.15,144,High
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2024,4133.74,69,Low
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2024,1312.23,164,Low
Marney O'Breen,UK,Manuka Honey Choco,10/06/2024,11735.75,185,High
Brien Boise,USA,99% Dark & Pure,25/07/2024,7650.76,358,High
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2024,4994.93,98,Low
Dennison Crosswaite,USA,Milk Bars,12/05/2024,890.78,62,Low
Gunar Cockshoot,USA,Drinking Coco,09/05/2024,4142.16,5,Low
Brien Boise,Canada,Manuka Honey Choco,09/08/2024,7308.24,178,High
Van Tuxwell,India,Choco Coated Almonds,13/04/2024,6833.86,115,High
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2024,8878.27,47,High
Dotty Strutley,USA,99% Dark & Pure,09/08/2024,4134.93,307,Low
Camilla Castle,Australia,Raspberry Choco,23/08/2024,6641.89,188,High
Gunar Cockshoot,India,Spicy Special Slims,13/05/2024,7117.3,174,High
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2024,11815.59,68,High
Camilla Castle,USA,50% Dark Bites,23/06/2024,6962.79,303,High
Madelene Upcott,UK,Choco Coated Almonds,24/05/2024,11786.42,147,High
Jan Morforth,Canada,Mint Chip Choco,01/04/2024,1200.19,224,Low
Camilla Castle,Canada,70% Dark Bites,27/07/2024,10791.08,166,High
Ches Bonnell,India,Peanut Butter Cubes,27/01/2024,26170.95,224,High
Jan Morforth,India,Choco Coated Almonds,12/08/2024,2987.81,136,Low
Gigi Bohling,Canada,Almond Choco,01/02/2024,11705.99,47,High
Rafaelita Blaksland,India,After Nines,02/03/2024,5256.03,201,High
Kelci Walkden,Australia,99% Dark & Pure,30/06/2024,3794.1,36,Low
Dotty Strutley,Australia,Spicy Special Slims,17/01/2024,9655.3,97,High
Brien Boise,USA,Milk Bars,07/07/2024,16001.54,133,High
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2024,1386.1,104,Low
Beverie Moffet,UK,99% Dark & Pure,10/08/2024,3821.76,122,Low
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2024,15722.43,351,High
Brien Boise,New Zealand,White Choc,15/06/2024,6287.25,340,High
Marney O'Breen,USA,Baker's Choco Chips,26/01/2024,9831.97,9,High
Kelci Walkden,USA,Spicy Special Slims,29/04/2024,90.36,73,Low
Mallorie Waber,Canada,White Choc,03/03/2024,3799.5,71,Low
Kaine Padly,Australia,Almond Choco,22/02/2024,4674.2,422,Low
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2024,4011.83,169,Low
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2024,3429.85,9,Low
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2024,4920.68,380,Low
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2024,10049.72,118,High
Oby Sorrel,USA,Baker's Choco Chips,12/08/2024,8485.1,120,High
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2024,6030.31,351,High
Kelci Walkden,Australia,Orange Choco,29/04/2024,13331.77,443,High
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2024,15245.95,233,High
Kaine Padly,Canada,Manuka Honey Choco,18/01/2024,11618.55,133,High
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2024,2629.59,98,Low
Kelci Walkden,Australia,White Choc,24/08/2024,10089.49,168,High
Curtice Advani,India,85% Dark Bars,18/01/2024,308.24,402,Low
Kaine Padly,USA,Eclairs,22/08/2024,7978.76,10,High
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2024,8.16,84,Low
Beverie Moffet,UK,Choco Coated Almonds,04/03/2024,3303.13,73,Low
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2024,13959.74,113,High
Kaine Padly,Australia,Milk Bars,09/06/2024,4251.42,91,Low
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2024,9885.53,217,High
Jan Morforth,India,Smooth Sliky Salty,03/08/2024,12864.47,93,High
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2024,5245.6,144,High
Jehu Rudeforth,UK,Milk Bars,03/05/2024,14345.5,219,High
Husein Augar,Canada,After Nines,19/01/2024,11462.19,288,High
Roddy Speechley,USA,50% Dark Bites,11/02/2024,11667.94,306,High
Van Tuxwell,India,Almond Choco,14/06/2024,7455.17,383,High
Kelci Walkden,USA,50% Dark Bites,23/03/2024,7203.64,234,High
Madelene Upcott,Canada,85% Dark Bars,17/02/2024,8081.58,105,High
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2024,2055.4,485,Low
Mallorie Waber,Australia,Spicy Special Slims,29/06/2024,6476.09,304,High
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2024,17490.08,289,High
Gigi Bohling,Canada,Spicy Special Slims,04/07/2024,13644.0,281,High
Roddy Speechley,New Zealand,Almond Choco,28/03/2024,2930.46,70,Low
Curtice Advani,India,Smooth Sliky Salty,19/04/2024,22717.09,143,High
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2024,9471.72,248,High
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2024,3400.47,92,Low
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2024,10696.21,201,High
Andria Kimpton,UK,Milk Bars,11/02/2024,17101.67,307,High
Camilla Castle,USA,Manuka Honey Choco,21/03/2024,18936.88,180,High
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2024,6015.37,136,High
Brien Boise,India,Raspberry Choco,30/05/2024,7623.58,162,High
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2024,2996.83,227,Low
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2024,1718.97,260,Low
Gigi Bohling,Canada,Milk Bars,10/02/2024,3523.33,114,Low
Dotty Strutley,India,Spicy Special Slims,12/08/2024,1092.36,209,Low
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2024,2495.71,310,Low
Kelci Walkden,Australia,Raspberry Choco,07/06/2024,813.41,58,Low
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2024,2489.06,81,Low
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2024,5701.35,201,High
Wilone O'Kielt,USA,50% Dark Bites,18/04/2024,5084.32,126,High
Andria Kimpton,India,50% Dark Bites,31/01/2024,15789.48,16,High
Madelene Upcott,USA,Baker's Choco Chips,22/08/2024,6541.75,141,High
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2024,11409.11,217,High
Jan Morforth,Australia,Mint Chip Choco,22/02/2024,19258.41,99,High
Oby Sorrel,New Zealand,Milk Bars,12/01/2024,5074.86,201,High
Brien Boise,UK,Almond Choco,25/05/2024,115.9,120,Low
Kelci Walkden,India,Smooth Sliky Salty,01/02/2024,2797.19,9,Low
Rafaelita Blaksland,UK,Eclairs,27/04/2024,1608.04,75,Low
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2024,2960.99,133,Low
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2024,3703.51,260,Low
Curtice Advani,USA,Mint Chip Choco,24/08/2024,5679.57,285,High
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2024,6764.17,20,High
Karlen McCaffrey,India,85% Dark Bars,30/03/2024,1108.85,87,Low
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2024,9477.32,160,High
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2024,5301.93,155,High
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2024,8041.25,43,High
Gigi Bohling,Canada,Drinking Coco,06/07/2024,3716.17,89,Low
Husein Augar,India,Fruit & Nut Bars,04/04/2024,4591.77,222,Low
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2024,1928.33,217,Low
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2024,1225.12,186,Low
Dennison Crosswaite,Australia,Milk Bars,09/06/2024,11326.55,296,High
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2024,3063.08,301,Low
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2024,7093.33,233,High
Andria Kimpton,Canada,Eclairs,11/08/2024,337.37,120,Low
Madelene Upcott,India,Choco Coated Almonds,11/02/2024,3764.59,158,Low
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2024,695.32,68,Low
Roddy Speechley,Australia,Drinking Coco,12/05/2024,14609.99,111,High
Wilone O'Kielt,USA,Milk Bars,15/07/2024,5298.68,96,High
Andria Kimpton,India,Organic Choco Syrup,18/01/2024,4552.3,132,Low
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2024,9099.26,199,High
Curtice Advani,Australia,50% Dark Bites,29/06/2024,603.97,239,Low
Brien Boise,Canada,Raspberry Choco,14/06/2024,3172.23,46,Low
Gunar Cockshoot,India,Mint Chip Choco,08/08/2024,4737.32,74,Low
Dennison Crosswaite,India,Mint Chip Choco,23/03/2024,15201.56,142,High
Barr Faughny,India,Caramel Stuffed Bars,04/01/2024,7912.62,106,High
Brien Boise,India,Milk Bars,22/02/2024,14190.78,269,High
Beverie Moffet,UK,Spicy Special Slims,17/02/2024,9327.08,259,High
Barr Faughny,USA,Almond Choco,03/02/2024,434.42,83,Low
Van Tuxwell,Canada,Raspberry Choco,17/03/2024,1497.58,132,Low
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2024,3124.74,155,Low
Brien Boise,Australia,Milk Bars,27/07/2024,2356.21,54,Low
Husein Augar,Australia,Fruit & Nut Bars,28/01/2024,8548.0,55,High
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2024,12094.34,52,High
Van Tuxwell,India,White Choc,15/03/2024,2119.42,46,Low
Gunar Cockshoot,Canada,After Nines,04/08/2024,3038.32,220,Low
Jan Morforth,USA,Fruit & Nut Bars,27/06/2024,5187.72,382,High
Jan Morforth,Canada,After Nines,13/07/2024,5384.52,180,High
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2024,6575.07,249,High
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2024,6350.37,59,High
Oby Sorrel,Australia,85% Dark Bars,30/06/2024,7488.06,28,High
Curtice Advani,Canada,Choco Coated Almonds,18/08/2024,6997.57,7,High
Kaine Padly,India,70% Dark Bites,24/01/2024,13081.57,324,High
Beverie Moffet,USA,White Choc,11/03/2024,5964.72,136,High
Ches Bonnell,New Zealand,After Nines,23/06/2024,6651.11,377,High
Husein Augar,India,Spicy Special Slims,22/08/2024,2606.11,31,Low
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2024,3615.98,24,Low
Curtice Advani,India,Milk Bars,05/04/2024,3658.27,210,Low
Beverie Moffet,India,Milk Bars,15/04/2024,1997.46,314,Low
Husein Augar,Australia,White Choc,11/05/2024,3618.67,213,Low
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2024,5538.85,492,High
Jan Morforth,New Zealand,Orange Choco,11/02/2024,1382.49,86,Low
Andria Kimpton,Canada,Smooth Sliky Salty,08/07/2024,1223.79,81,Low
Gunar Cockshoot,UK,Raspberry Choco,11/08/2024,8043.29,344,High
Husein Augar,New Zealand,After Nines,04/08/2024,6878.47,7,High
Andria Kimpton,New Zealand,Orange Choco,14/06/2024,9420.22,94,High
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2024,2516.34,293,Low
Jehu Rudeforth,Canada,Orange Choco,23/06/2024,4334.75,529,Low
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2024,1588.49,111,Low
Andria Kimpton,UK,Caramel Stuffed Bars,07/06/2024,8959.38,271,High
Jan Morforth,UK,White Choc,22/06/2024,9409.06,46,High
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2024,3315.64,268,Low
Kelci Walkden,UK,Choco Coated Almonds,24/05/2024,10920.7,210,High
Gunar Cockshoot,New Zealand,After Nines,09/08/2024,7605.55,154,High
Kaine Padly,Canada,85% Dark Bars,06/04/2024,1859.96,33,Low
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2024,1743.87,259,Low
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2024,758.28,57,Low
Van Tuxwell,Australia,99% Dark & Pure,17/01/2024,125.37,138,Low
Curtice Advani,USA,Drinking Coco,07/02/2024,6170.75,149,High
Brien Boise,Australia,Spicy Special Slims,09/05/2024,6867.13,273,High
Mallorie Waber,New Zealand,85% Dark Bars,06/06/2024,8775.45,113,High
Wilone O'Kielt,USA,Choco Coated Almonds,06/06/2024,10422.84,6,High
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2024,7402.04,231,High
Gunar Cockshoot,UK,50% Dark Bites,13/01/2024,2498.04,129,Low
Marney O'Breen,USA,Raspberry Choco,23/05/2024,6873.56,152,High
Jehu Rudeforth,UK,White Choc,29/06/2024,2015.93,304,Low
Jehu Rudeforth,New Zealand,85% Dark Bars,11/03/2024,8077.51,95,High
Dotty Strutley,USA,85% Dark Bars,25/04/2024,11149.46,538,High
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2024,4739.39,236,Low
Curtice Advani,India,Manuka Honey Choco,23/05/2024,1844.54,185,Low
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2024,1263.98,19,Low
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2024,7527.84,306,High
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/03/2024,12265.45,268,High
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2024,17662.05,230,High
Rafaelita Blaksland,USA,White Choc,16/08/2024,5520.0,120,High
Roddy Speechley,Canada,Smooth Sliky Salty,07/03/2024,10712.76,11,High
Curtice Advani,New Zealand,After Nines,05/04/2024,8416.8,29,High
Camilla Castle,India,85% Dark Bars,04/05/2024,9986.05,54,High
Ches Bonnell,USA,Choco Coated Almonds,04/01/2024,15629.82,89,High
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2024,6224.33,100,High
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/07/2024,7736.85,95,High
Kaine Padly,Australia,Mint Chip Choco,17/05/2024,4860.75,162,Low
Camilla Castle,New Zealand,Peanut Butter Cubes,21/07/2024,1754.64,62,Low
Curtice Advani,Canada,Organic Choco Syrup,22/02/2024,897.13,24,Low
Jan Morforth,India,99% Dark & Pure,23/05/2024,10607.29,182,High
Rafaelita Blaksland,Canada,Drinking Coco,12/07/2024,10772.0,192,High
Jan Morforth,UK,Orange Choco,15/06/2024,4116.96,203,Low
Barr Faughny,New Zealand,50% Dark Bites,23/06/2024,5185.36,321,High
Curtice Advani,Australia,Eclairs,25/03/2024,6974.95,58,High
Jan Morforth,India,Caramel Stuffed Bars,04/07/2024,99.5,161,Low
Andria Kimpton,UK,White Choc,12/05/2024,10203.47,109,High
Camilla Castle,New Zealand,Raspberry Choco,04/04/2024,5081.52,148,High
Madelene Upcott,Australia,Orange Choco,15/04/2024,7166.62,381,High
Roddy Speechley,Canada,Eclairs,08/03/2024,7026.54,95,High
Karlen McCaffrey,India,White Choc,17/01/2024,8265.32,251,High
Wilone O'Kielt,India,Mint Chip Choco,22/08/2024,1516.19,53,Low
Andria Kimpton,UK,99% Dark & Pure,25/07/2024,1258.54,72,Low
Marney O'Breen,UK,50% Dark Bites,14/06/2024,3506.38,126,Low
Ches Bonnell,India,Choco Coated Almonds,05/04/2024,10969.0,83,High
Madelene Upcott,UK,Raspberry Choco,26/08/2024,8442.19,347,High
Wilone O'Kielt,Australia,50% Dark Bites,03/08/2024,11000.85,112,High
Gigi Bohling,Canada,White Choc,11/07/2024,6987.59,4,High
Wilone O'Kielt,New Zealand,Eclairs,11/03/2024,3735.0,21,Low
Brien Boise,UK,Peanut Butter Cubes,10/01/2024,17346.79,32,High
Roddy Speechley,UK,Baker's Choco Chips,04/04/2024,16517.2,349,High
Karlen McCaffrey,Australia,50% Dark Bites,17/01/2024,7642.94,778,High
Marney O'Breen,New Zealand,Organic Choco Syrup,08/07/2024,10337.23,49,High
Jan Morforth,UK,Organic Choco Syrup,12/04/2024,1367.24,384,Low
